ID,Word,Description,Has Video
W03059,tách,"Làm cho rời hẳn ra, không còn gần hoặc gắn liền với nhau thành một khối nữa.",true
W03061,tai,"Cơ quan ở hai bên đầu người hoặc động vật, dùng để nghe.",true
W03062,tai nạn,"Việc rủi ro bất ngờ xảy ra, gây thiệt hại lớn cho con người.",false
W03063,tài giỏi,Có tài và giỏi giang (nói khái quát).,false
W03064,tài năng,"Năng lực xuất sắc, khả năng làm giỏi và có sáng tạo trong công việc.",false
W03067,tài trợ,Giúp đỡ về mặt tài chính.,false
W03070,tái phát,"(bệnh, vết thương cũ) phát lại sau một thời gian đã bớt, đã khỏi.",false
W03071B,tái phạm,Phạm lại tội cũ hoặc sai lầm cũ.,false
W03074,tam giác,Hình tạo nên do một đường gấp khúc khép kín có ba cạnh.,true
W03075,tạm biệt,Chia tay nhau với hi vọng sẽ sớm được gặp lại; cũng dùng làm lời chào khi chia tay.,true
W03077,tán thành,Đồng ý chủ trương hoặc hành vi (của người khác).,true
W03081,tạo dáng,Tạo thành những hình dáng hoặc tư thế nào đó.,false
W03084,tát,Đánh mạnh vào mặt bằng bàn tay đang mở.,true
W03085B,tàu hoả,Xe có đầu máy kéo nhiều toa chạy trên đường ray.,false
W03086,tàu ngầm,Tàu biển có thể chạy ngầm dưới mặt nước.,true
W03087,tàu thuyền,Phương tiện vận tải đường thuỷ (nói khái quát). Như tàu bè.,true
W03088,tàu thủy,"Phương tiện chuyên chở, hoạt động trên mặt nước bằng động cơ.",true
W03089,taxi,"Ô tô con chở khách hoặc hàng hoá thuê, thường tính tiền cước phí theo số kilomet hiện trên đồng hồ điện tử.",true
W03090,tay,"Bộ phận của cơ thể người, từ vai đến các ngón, dùng để cầm, nắm.",true
W03095,tay phải,,true
W03097,tay trái,,true
W03099,tặc lưỡi,"Bật lưỡi kêu thành tiếng, biểu lộ ý không bằng lòng nhưng đành bỏ qua cho xong chuyện.",false
W03100,tăm,"Que nhỏ và ngắn, thường bằng tre hay gỗ, dùng để xỉa răng.",true
W03103,tâm thần,Bệnh tâm thần.,false
W03105B,tấm vải,,false
W03107,tấn công,"Tiến đánh một cách dữ dội, mãnh mẽ và thường trên diện rộng.",false
W03110,tập hợp (Toán học),,false
W03111,tập hợp rỗng,,false
W03112,tập làm văn,,false
W03115B,tập thể,Tập hợp những người có mối quan hệ gắn bó như cùng sinh hoạt hoặc cùng làm việc chung với nhau.,false
W03116B,tập thể dục,Là tất cả những hoạt động của cơ thể nhằm nâng cao hoặc duy trì sự vừa vặn của cơ thể và sức khỏe nói chung.,false
W03117,tập trung,Dồn vào một chỗ hoặc một điểm.,false
W03118,tập viết,,true
W03121,Tây Bắc,,false
W03123,Tây Nguyên,,false
W03124,Tây Ninh,,false
W03129B,tên là gì?,,false
W03130B,tên riêng,"Tên gọi của từng cá nhân, cá thể riêng rẽ, phân biệt với những cá nhân, cá thể khác cùng loại.",false
W03131B,Tết Âm,"Tết Nguyên Đán, là dịp lễ đầu năm âm lịch quan trọng và có ý nghĩa bậc nhất ở Việt Nam, cùng với văn hóa Tết Âm lịch của các nước Đông Á.",false
W03132B,Tết Dương,"Ngày lễ diễn ra vào ngày 01 tháng 01, ngày đầu tiên trong năm theo lịch dương.",false
W03133B,Tết Thiếu nhi,,false
W03134B,Tết Trung thu,,false
W03135,tha,(con vật) mang đi bằng cách ngậm chặt ở miệng hoặc mỏ.,true
W03138B,tha thứ,"Tha cho, bỏ qua cho, không trách cứ hoặc trừng phạt nữa.",false
W03141,thác,"Chỗ dòng sông, dòng suối chảy vượt qua một vách đá cao nằm chắn ngang rồi đổ mạnh xuống.",true
W03148B,thái độ,"Những biểu hiện của ý nghĩ, tình cảm được thể hiện ra bên ngoài qua nét mặt, cử chỉ, lời nói, hành động trước một đối tượng, một sự việc nào đó.",false
W03153B,tham dự,(Trang trọng) dự một hoạt động cụ thể nào đó.,false
W03154,tham khảo,"Tìm đọc thêm tài liệu, xem xét, nghe ngóng thêm ý kiến có liên quan để biết rõ hơn về vấn đề đang quan tâm.",false
W03155,tham lam,"Muốn lấy hết, vơ hết về cho mình.",false
W03156B,tham quan,"Đi xem tận nơi, tận mắt để mở rộng hiểu biết hoặc để học tập kinh nghiệm.",false
W03160,thám tử,Chuyên điều tra các vụ việc mà người bình thường khó có thể làm được.,false
W03163,thản nhiên,"Có dáng vẻ tự nhiên như thường, coi như không có gì xảy ra.",false
W03164,thán phục,Cảm phục và khen ngợi.,false
W03165,cầu thang,"Bộ phận gồm nhiều bậc, dùng để lên xuống các tầng nhà.",true
W03167B,tháng,Khoảng thời gian bất kì bằng ba mươi ngày hoặc gần ba mươi ngày.,false
W03171,thanh niên,"Người còn trẻ, đang ở độ tuổi trưởng thành.",true
W03173,thành công,"Đạt được kết quả, mục đích như dự định.",false
W03175,thành lập,"Chính thức lập nên, dựng nên (thường nói về một tổ chức quan trọng).",false
W03175B,thành lập,"Chính thức lập nên, dựng nên (thường nói về một tổ chức quan trọng).",false
W03180,thành thạo,"Rất thạo, do đã quen làm và đã có kinh nghiệm.",false
W03181,thành thị,"Thành phố, thị xã nói chung, về mặt là nơi dân cư đông đúc, công nghiệp và thương nghiệp phát triển, sinh hoạt văn hoá phong phú; phân biệt với nông thôn.",true
W03185,thành viên,"Người hoặc đơn vị với tư cách là thành phần của một tổ chức, một tập thể.",false
W03191,tháo gỡ,"Tháo bỏ, phá bỏ đi cái ngăn cản, gây nguy hiểm.",false
W03192,tháp,Công trình xây dựng có chiều cao lớn hơn nhiều so với chiều ngang (thường có nhiều tầng và phần trên đỉnh có hình chóp).,true
W03196,thắc mắc,"Cảm thấy còn có điều chưa hiểu, chưa thông nên muốn được giải đáp.",false
W03197B,thăm hỏi,Thăm và hỏi han tình hình nhằm tỏ sự quan tâm (nói khái quát).,false
W03199,thăng bằng,"Thế của một vị trí tự giữ được không bị chao đảo, ngả nghiêng.",true
W03202,thẳng tắp,"Thẳng thành một đường dài, đều đặn.",true
W03203,thắng lợi,"Giành được phần thắng trong đấu tranh, hoặc đạt được kết quả tốt đẹp trong một hoạt động đòi hỏi nhiều nỗ lực.",false
W03204B,thân cây,,false
W03205,thân hình,"Hình dáng, thân thể con người (nói khái quát).",false
W03207,thân thiết,Có quan hệ tình cảm gần gũi và gắn bó mật thiết với nhau.,false
W03208,thân thiện,Có biểu hiện tỏ ra tử tế và có thiện cảm với nhau.,false
W03214,thận,"Bộ phận cơ thể động vật, hình hạt đậu, màu nâu đỏ, nằm ở hai bên cột sống, có chức năng lọc nước tiểu.",true
W03215,thấp hơn,,true
W03216,thấp nhất,,true
W03221,thật thà,"(tính người) tự bộc lộ mình một cách tự nhiên như vốn có, không giả dối, không giả tạo.",false
W03222B,thầy cô,,false
W03224B,thầy giáo,Người đàn ông làm nghề dạy học; cũng dùng để chỉ người làm nghề dạy học nói chung.,false
W03228,theo dõi,"Chú ý quan sát (thường là kín đáo, bí mật) từng hoạt động, từng diễn biến để biết rõ hoặc để có sự ứng phó, xử lí kịp thời.",false
W03229,theo đuổi,"Làm việc gì đó một cách kiên trì, bền bỉ nhằm mong đạt cho bằng được mục đích (thường là những việc làm tốt đẹp).",false
W03230,thẻ,"Giấy chứng nhận một tư cách nào đó, thường có dạng nhỏ, gọn.",true
W03233,thề,"Nói hoặc hứa một cách chắc chắn bằng cách lấy cái thiêng liêng, quý báu như danh dự, tính mạng, quỷ thần, v.v., để làm chứng, làm điều đảm bảo cho lời nói ấy.",true
W03237,thế hệ,"Lớp người hoặc sinh vật cùng một lứa tuổi, phân biệt với lớp trước đã sinh ra mình và với lớp sau do mình (sẽ) sinh ra.",false
W03238,tri kỉ,"Bạn thân, hiểu rõ lòng nhau.",false
W03239B,thế nào?,Tổ hợp biểu thị có một điều muốn hỏi.,false
W03240,thêm,Làm cho hoặc trở nên nhiều hơn lên một phần về số lượng hoặc mức độ.,false
W03241,thềm,"Phần nền trước cửa hoặc chung quanh nhà, có mái che nhưng thường không có cột đỡ.",true
W03243B,thi cử,"Thi vào hoặc ra trường hay để nhận một bằng cấp, học vị nào đó (nói khái quát).",false
W03251B,thìa,"Đồ dùng thường làm bằng kim loại hoặc bằng nhựa, có cán cầm, dùng để múc thức ăn.",false
W03252B,thích thú,"Có cảm giác bằng lòng, cảm thấy một đòi hỏi nào đó được thoả mãn.",false
W03256,thiên nhiên,Tổng thể nói chung những gì tồn tại xung quanh con người mà không phải do con người tạo ra.,true
W03265B,thiết kế,"Trình bày tài liệu kĩ thuật có bản tính toán, bản vẽ, một công trình xây dựng, sản phẩm.",false
W03268,thiệt thòi,"Phải chịu điều thiệt, thường là lớn và do hoàn cảnh đưa lại (nói khái quát).",false
W03269,thiếu nhi,"Trẻ em thuộc các lứa tuổi thiếu niên, nhi đồng.",true
W03270,thiếu niên,"Trẻ em thuộc lứa tuổi từ mười đến khoảng mười bốn, mười lăm.",false
W03272,thím,Vợ của chú (có thể dùng để xưng gọi).,false
W03276,thoát hiểm,,false
W03278,thóc / gạo,Hạt lúa còn nguyên cả vỏ trấu.,true
W03281,thổi,Chúm miệng lại và làm cho luồng hơi bật mạnh từ trong miệng ra.,true
W03282,thổi bóng,,true
W03283,thổi kèn,,true
W03285,thông báo,"Báo cho mọi người biết tình hình, tin tức bằng lời nói hoặc văn bản.",true
W03286,thông cảm,"Hiểu thấu hoàn cảnh, khó khăn riêng và chia sẻ tâm tư, tình cảm.",false
W03288B,thông minh,"Có năng lực trí tuệ tốt, hiểu nhanh, tiếp thu nhanh.",false
W03289,thông qua,"(cơ quan hoặc người có thẩm quyền) đồng ý chấp thuận cho được thực hiện, sau khi đã xem xét, thảo luận.",false
W03291,thông thường,"Thường có, thường thấy, không có gì lạ hoặc đặc biệt.",false
W03292B,thông tin,Điều được truyền đi cho biết.,false
W03294,thống nhất,"Hợp thành một khối có chung cơ cấu, tổ chức.",false
W03297,tuổi thơ ấu,,true
W03300,thở dài,"Thở ra một hơi dài khi có điều phiền muộn, bức bối ở trong lòng.",false
W03305,thở,"Hít không khí vào lồng ngực, vào cơ thể rồi đưa trở ra qua mũi, miệng (điều kiện và biểu hiện của sự sống).",false
W03308,thợ rèn,Thợ chuyên làm nghề rèn sắt thành dụng cụ.,true
W03309,thợ thêu,,true
W03314B,thơm,"Có mùi như mùi hương của hoa, dễ chịu, làm cho thích ngửi.",false
W03316,thu mua,Mua gom với số lượng lớn theo hình thức tập trung của một tổ chức kinh tế nhất định.,false
W03317,thu nhỏ,,false
W03318,thu thập,"Tìm kiếm, góp nhặt và tập hợp lại.",false
W03319,thù lao,Trả công (thường bằng tiền) để bù đắp lại công sức lao động đã bỏ ra.,false
W03320B,thủ công,"Lao động sản xuất bằng tay với công cụ giản đơn, thô sơ.",false
W03321B,thủ tướng,Người đứng đầu chính phủ ở một nước.,false
W03323B,thú dữ,"Loài thú lớn, rất dữ, như hổ, báo, v.v., có thể làm hại con người; thường dùng để ví những kẻ hung dữ, độc ác.",false
W03324B,thú y,"Ngành chuyên lo các việc về phòng, trị bệnh cũng như lai tạo giống, v.v. cho gia súc, gia cầm hoặc các loài động vật nói chung, và kiểm nghiệm các sản phẩm chăn nuôi.",false
W03326,thuận lợi,Có nhiều yếu tố hoặc điều kiện dễ dàng (để thực hiện việc gì).,false
W03327B,ngữ pháp,"Hệ thống những phương thức và quy tắc cấu tạo từ, cấu tạo câu trong một ngôn ngữ.",false
W03328,thúc đẩy,"Kích thích, tạo điều kiện, động lực cho hoạt động, phát triển mạnh hơn theo một hướng nhất định nào đó, thường là hướng tốt.",false
W03329B,thuê,"Dùng người hay vật nào đó trong một thời gian, với điều kiện trả một khoản tiền nhất định cho thời gian sử dụng đó.",false
W03330,thùng,"Đồ đựng bằng kim loại hoặc bằng gỗ, có hình trụ hoặc hình hộp.",true
W03331,thủng,Có chỗ bị rách hoặc bị chọc thành lỗ xuyên qua vật.,true
W03334,thuốc bổ,"Thuốc có tác dụng tăng cường, bồi bổ thêm sức khoẻ cho cơ thể.",true
